kick_result,kick_distance,game_seconds_remaining,total_home_score,total_away_score,home_team,away_team,posteam_score,defteam_score,score_differential
1,44,1328,23,14,BAL,CLE,20,14,6
1,35,828,23,17,BAL,CLE,14,23,-9
1,23,443,26,17,BAL,CLE,23,17,6
1,30,2836,14,3,LA,SF,0,14,-14
1,28,1803,31,10,LA,SF,28,10,18
1,51,709,48,17,LA,SF,45,17,28
1,49,1937,0,9,PIT,CIN,6,0,6
1,39,1804,3,9,PIT,CIN,0,9,-9
1,47,520,13,9,PIT,CIN,10,9,1
1,32,380,13,12,PIT,CIN,9,13,-4
1,35,120,16,12,PIT,CIN,13,12,1
1,36,3145,0,3,SEA,ARI,0,0,0
1,50,1878,14,13,SEA,ARI,10,14,-4
1,42,385,24,21,SEA,ARI,21,21,0
1,55,114,24,24,SEA,ARI,21,24,-3
1,33,3,27,24,SEA,ARI,24,24,0
1,53,1844,6,17,TEN,IND,14,6,8
1,38,1805,9,17,TEN,IND,6,17,-11
1,25,240,16,27,TEN,IND,24,16,8
1,38,2954,3,0,CHI,GB,0,0,0
1,39,320,3,10,CHI,GB,7,3,4
0,53,2747,0,0,CAR,LA,0,0,0
1,49,2628,0,3,CAR,LA,0,0,0
1,56,1867,0,13,CAR,LA,10,0,10
1,46,1802,3,13,CAR,LA,0,13,-13
1,27,1616,3,16,CAR,LA,13,3,10
1,52,916,13,23,CAR,LA,10,23,-13
0,41,250,20,30,CAR,LA,30,20,10
1,41,2871,0,10,PHI,WAS,7,0,7
1,48,1804,7,20,PHI,WAS,17,7,10
1,22,192,32,20,PHI,WAS,29,20,9
0,45,1830,6,0,NYJ,BUF,6,0,6
1,43,1132,16,3,NYJ,BUF,0,16,-16
1,54,2443,3,28,MIA,BAL,0,28,-28
1,34,927,10,52,MIA,BAL,49,10,39
1,28,3240,0,10,JAX,KC,7,0,7
1,37,2499,10,17,JAX,KC,7,17,-10
1,25,2279,10,20,JAX,KC,17,10,7
1,23,2065,13,20,JAX,KC,10,20,-10
1,46,1828,13,23,JAX,KC,20,13,7
1,35,218,19,40,JAX,KC,37,19,18
1,37,3096,6,3,CLE,TEN,0,6,-6
1,53,1618,6,15,CLE,TEN,12,6,6
1,40,1866,17,6,LAC,IND,14,6,8
0,46,1803,17,6,LAC,IND,6,17,-11
1,44,1579,17,9,LAC,IND,6,17,-11
0,29,812,24,16,LAC,IND,16,24,-8
1,39,2872,0,3,SEA,CIN,0,0,0
0,45,1363,14,17,SEA,CIN,17,14,3
1,27,423,21,20,SEA,CIN,17,21,-4
1,29,3372,0,3,TB,SF,0,0,0
1,36,1979,7,6,TB,SF,3,7,-4
0,57,1062,14,20,TB,SF,20,14,6
1,31,291,17,20,TB,SF,14,20,-6
1,47,141,17,23,TB,SF,20,17,3
1,28,1563,21,10,DAL,NYG,7,21,-14
1,55,2652,0,3,ARI,DET,0,0,0
1,20,1882,3,17,ARI,DET,0,17,-17
1,42,1183,6,17,ARI,DET,3,17,-14
1,34,673,9,24,ARI,DET,6,24,-18
1,28,441,27,24,ARI,DET,24,24,0
1,33,232,27,27,ARI,DET,24,27,-3
1,25,2514,10,0,NE,PIT,7,0,7
1,41,1821,20,0,NE,PIT,17,0,17
1,19,1519,20,3,NE,PIT,0,20,-20
1,35,916,30,3,NE,PIT,27,3,24
1,39,401,33,3,NE,PIT,30,3,27
1,32,2367,3,7,NO,HOU,0,7,-7
0,56,1804,3,14,NO,HOU,3,14,-11
1,47,55,27,21,NO,HOU,24,21,3
1,58,2,30,28,NO,HOU,27,28,-1
0,64,1805,14,0,OAK,DEN,0,14,-14
1,26,1462,14,3,OAK,DEN,0,14,-14
1,26,1125,14,6,OAK,DEN,3,14,-11
1,39,523,21,9,OAK,DEN,6,21,-15
1,29,281,24,9,OAK,DEN,21,9,12
1,40,3040,0,3,CAR,TB,0,0,0
1,32,2876,3,3,CAR,TB,0,3,-3
1,37,2310,6,3,CAR,TB,3,3,0
1,54,1803,9,10,CAR,TB,6,10,-4
1,51,1378,12,10,CAR,TB,9,10,-1
0,42,902,12,17,CAR,TB,17,12,5
1,32,150,14,20,CAR,TB,17,14,3
1,22,2841,7,3,BAL,ARI,0,7,-7
1,33,2651,10,3,BAL,ARI,7,3,4
1,21,2314,10,6,BAL,ARI,3,10,-7
1,21,1442,17,9,BAL,ARI,6,17,-11
1,28,900,20,9,BAL,ARI,17,9,8
1,51,542,23,17,BAL,ARI,20,17,3
1,25,831,14,24,WAS,DAL,21,14,7
1,49,1180,17,13,TEN,IND,14,13,1
0,45,635,17,13,TEN,IND,17,13,4
1,41,1952,10,7,PIT,SEA,7,7,0
0,58,1803,10,7,PIT,SEA,7,10,-3
1,33,1285,13,14,PIT,SEA,10,14,-4
0,48,1914,7,21,NYG,BUF,7,21,-14
0,52,2573,7,14,CIN,SF,7,14,-7
1,37,2222,10,21,CIN,SF,7,21,-14
1,33,1806,10,24,CIN,SF,21,10,11
1,38,1179,10,34,CIN,SF,31,10,21
0,39,428,10,41,CIN,SF,41,10,31
0,40,2162,6,7,DET,LAC,6,7,-1
1,39,1804,6,10,DET,LAC,7,6,1
0,39,1033,6,10,DET,LAC,10,6,4
0,41,710,6,10,DET,LAC,10,6,4
0,47,3261,7,0,GB,MIN,0,7,-7
1,31,1855,21,10,GB,MIN,7,21,-14
1,39,2818,3,0,HOU,JAX,0,0,0
1,40,2001,3,3,HOU,JAX,0,3,-3
1,22,1802,6,3,HOU,JAX,3,3,0
1,32,365,13,6,HOU,JAX,3,13,-10
0,48,2312,0,7,MIA,NE,7,0,7
1,28,1429,0,16,MIA,NE,13,0,13
1,29,3324,3,0,OAK,KC,0,0,0
1,24,3226,3,0,LA,NO,0,0,0
1,34,2470,3,3,LA,NO,0,3,-3
1,22,1807,6,3,LA,NO,3,3,0
1,52,1499,6,6,LA,NO,3,6,-3
1,42,662,20,9,LA,NO,6,20,-14
1,43,3290,3,0,DEN,CHI,0,0,0
1,40,2619,3,3,DEN,CHI,0,3,-3
1,52,2115,3,6,DEN,CHI,3,3,0
1,32,820,6,13,DEN,CHI,3,13,-10
1,53,1,14,16,DEN,CHI,13,14,-1
1,50,3273,3,0,ATL,PHI,0,0,0
1,34,2450,3,3,ATL,PHI,0,3,-3
0,50,2267,3,3,ATL,PHI,3,3,0
1,41,1803,10,6,ATL,PHI,3,10,-7
1,23,3330,0,3,NYJ,CLE,0,0,0
1,48,3079,0,6,NYJ,CLE,3,0,3
1,46,1980,3,13,NYJ,CLE,0,13,-13
1,43,1805,3,16,NYJ,CLE,13,3,10
1,40,1379,17,0,JAX,TEN,14,0,14
1,48,458,20,7,JAX,TEN,17,7,10
1,34,2433,11,0,BUF,CIN,8,0,8
1,45,1936,14,0,BUF,CIN,11,0,11
0,62,1807,14,0,BUF,CIN,14,0,14
1,43,298,14,17,BUF,CIN,14,14,0
1,25,3390,3,0,PHI,DET,0,0,0
1,25,2012,10,17,PHI,DET,14,10,4
1,33,1859,10,20,PHI,DET,17,10,7
0,46,113,24,27,PHI,DET,27,24,3
1,37,1432,23,0,NE,NYJ,20,0,20
1,50,900,31,7,MIN,OAK,28,7,21
0,51,515,31,7,MIN,OAK,7,31,-24
1,24,229,34,7,MIN,OAK,31,7,24
1,42,1810,23,6,KC,BAL,20,6,14
1,39,403,30,22,KC,BAL,19,30,-11
1,36,279,33,22,KC,BAL,30,22,8
1,49,3276,3,0,IND,ATL,0,0,0
1,21,2154,13,0,IND,ATL,10,0,10
1,34,1944,13,3,IND,ATL,0,13,-13
1,42,2483,10,7,GB,DEN,7,7,0
1,30,2033,10,10,GB,DEN,7,10,-3
1,41,353,27,16,GB,DEN,24,16,8
0,45,69,27,16,GB,DEN,27,16,11
0,47,3505,0,0,DAL,MIA,0,0,0
1,28,3331,3,0,DAL,MIA,0,0,0
1,22,2758,10,3,DAL,MIA,0,10,-10
1,33,2151,10,6,DAL,MIA,3,10,-7
0,55,479,24,6,DAL,MIA,24,6,18
1,36,2951,6,3,TB,NYG,0,6,-6
1,47,2260,15,10,TB,NYG,12,10,2
1,27,2048,18,10,TB,NYG,15,10,5
1,52,1804,28,10,TB,NYG,25,10,15
1,23,364,31,25,TB,NYG,28,25,3
0,34,4,31,32,TB,NYG,31,32,-1
1,34,1900,10,7,ARI,CAR,7,7,0
1,47,1072,20,21,ARI,CAR,17,21,-4
1,36,271,20,38,ARI,CAR,35,20,15
1,46,3412,0,3,SF,PIT,0,0,0
1,26,2827,0,6,SF,PIT,3,0,3
1,24,2208,3,6,SF,PIT,0,6,-6
1,34,2436,10,0,LAC,HOU,7,0,7
0,56,1802,17,7,LAC,HOU,7,17,-10
1,43,439,20,27,LAC,HOU,17,27,-10
1,53,2950,0,3,CLE,LA,0,0,0
1,23,2504,3,3,CLE,LA,0,3,-3
0,48,2053,3,3,CLE,LA,3,3,0
1,35,1804,6,3,CLE,LA,3,3,0
1,37,400,13,20,CLE,LA,17,13,4
0,43,2606,0,7,WAS,CHI,0,7,-7
1,35,1805,3,28,WAS,CHI,0,28,-28
0,44,1520,3,28,WAS,CHI,28,3,25
1,38,114,15,31,WAS,CHI,28,15,13
1,30,2644,10,0,GB,PHI,7,0,7
1,31,2308,13,7,GB,PHI,10,7,3
1,45,2407,7,17,ATL,TEN,14,7,7
0,32,1835,7,24,ATL,TEN,7,24,-17
1,42,1601,10,24,ATL,TEN,7,24,-17
1,21,1937,14,3,NYG,WAS,0,14,-14
1,30,1803,17,3,NYG,WAS,14,3,11
1,44,3317,0,3,MIA,LAC,0,0,0
1,30,2475,10,10,MIA,LAC,7,10,-3
0,50,2019,10,10,MIA,LAC,10,10,0
0,52,1803,10,17,MIA,LAC,10,17,-7
1,45,987,10,20,MIA,LAC,17,10,7
1,51,452,10,30,MIA,LAC,27,10,17
1,26,2257,10,21,IND,OAK,7,21,-14
0,57,1837,10,21,IND,OAK,10,21,-11
1,26,1098,10,24,IND,OAK,21,10,11
1,48,2848,0,3,HOU,CAR,0,0,0
0,52,2620,0,3,HOU,CAR,0,3,-3
1,37,2283,3,3,HOU,CAR,0,3,-3
1,55,895,10,13,HOU,CAR,10,10,0
1,26,31,10,16,HOU,CAR,13,10,3
1,25,3309,3,0,DET,KC,0,0,0
0,36,3043,3,0,DET,KC,0,3,-3
1,23,2656,10,3,DET,KC,0,10,-10
1,48,1868,13,10,DET,KC,10,10,0
1,44,1806,13,13,DET,KC,10,13,-3
1,53,1284,16,20,DET,KC,13,20,-7
1,24,1811,7,10,BAL,CLE,7,7,0
1,41,1579,10,10,BAL,CLE,7,10,-3
1,43,421,18,33,BAL,CLE,30,18,12
1,46,1920,3,13,BUF,NE,0,13,-13
0,49,1804,3,13,BUF,NE,3,13,-10
1,23,960,10,16,BUF,NE,13,10,3
1,58,1807,17,28,LA,TB,14,28,-14
1,44,1448,20,28,LA,TB,17,28,-11
1,58,1178,20,31,LA,TB,28,20,8
1,21,157,40,48,LA,TB,45,40,5
0,43,3288,0,0,ARI,SEA,0,0,0
1,33,3003,0,3,ARI,SEA,0,0,0
1,33,2634,3,10,ARI,SEA,0,10,-10
0,48,2263,3,17,ARI,SEA,3,17,-14
1,24,1820,3,20,ARI,SEA,17,3,14
1,25,1804,10,0,CHI,MIN,7,0,7
1,38,1672,13,0,CHI,MIN,10,0,10
1,30,1087,16,0,CHI,MIN,13,0,13
1,25,2896,7,3,DEN,JAX,0,7,-7
1,33,2060,17,3,DEN,JAX,14,3,11
1,40,1811,17,6,DEN,JAX,3,17,-14
1,34,178,17,23,DEN,JAX,20,17,3
1,33,4,24,26,DEN,JAX,23,24,-1
1,28,3013,0,3,NO,DAL,0,0,0
1,40,2700,3,3,NO,DAL,0,3,-3
1,42,2326,6,3,NO,DAL,3,3,0
1,19,1802,9,3,NO,DAL,6,3,3
1,26,825,12,10,NO,DAL,9,10,-1
1,28,3205,0,3,PIT,CIN,0,0,0
1,29,1861,10,3,PIT,CIN,7,3,4
1,49,356,27,3,PIT,CIN,24,3,21
1,47,3449,0,3,SEA,LA,0,0,0
1,32,2999,0,6,SEA,LA,3,0,3
0,48,1898,14,6,SEA,LA,14,6,8
1,42,821,24,26,SEA,LA,21,26,-5
1,36,563,24,29,SEA,LA,26,24,2
0,44,15,30,29,SEA,LA,29,30,-1
0,56,1985,21,14,CAR,JAX,21,14,7
1,35,1861,21,17,CAR,JAX,14,21,-7
0,46,1315,28,24,CAR,JAX,28,24,4
1,38,357,28,27,CAR,JAX,24,28,-4
1,37,2439,7,9,WAS,NE,6,7,-1
1,23,1834,7,12,WAS,NE,9,7,2
0,50,2700,0,0,TEN,BUF,0,0,0
0,36,1849,0,7,TEN,BUF,0,7,-7
0,33,747,7,7,TEN,BUF,7,7,0
0,53,395,7,14,TEN,BUF,7,14,-7
1,27,3144,0,3,PIT,BAL,0,0,0
1,41,2083,10,17,PIT,BAL,7,17,-10
1,29,1803,13,17,PIT,BAL,10,17,-7
1,26,702,20,20,PIT,BAL,17,20,-3
1,33,161,23,20,PIT,BAL,20,20,0
1,48,14,23,23,PIT,BAL,20,23,-3
1,46,331,23,26,PIT,BAL,23,23,0
1,23,3211,3,0,CIN,ARI,0,0,0
0,37,2580,3,7,CIN,ARI,7,3,4
1,23,2113,3,10,CIN,ARI,7,3,4
1,48,2012,6,10,CIN,ARI,3,10,-7
1,20,1801,6,13,CIN,ARI,10,6,4
1,23,1418,9,13,CIN,ARI,6,13,-7
1,22,808,9,16,CIN,ARI,13,9,4
1,31,2,23,26,CIN,ARI,23,23,0
1,35,2696,7,10,HOU,ATL,7,7,0
1,50,2047,16,10,HOU,ATL,13,10,3
1,26,1360,26,17,HOU,ATL,23,17,6
1,29,2942,3,0,NO,TB,0,0,0
1,42,2137,10,10,NO,TB,7,10,-3
1,31,3230,0,3,NYG,MIN,0,0,0
1,48,2276,7,13,NYG,MIN,10,7,3
1,32,1850,7,18,NYG,MIN,15,7,8
1,32,1359,10,18,NYG,MIN,7,18,-11
1,45,253,10,28,NYG,MIN,25,10,15
1,41,1920,17,0,OAK,CHI,14,0,14
0,55,2575,14,0,PHI,NYJ,0,14,-14
1,28,988,24,0,PHI,NYJ,21,0,21
0,48,2329,0,14,LAC,DEN,0,14,-14
1,40,2122,0,17,LAC,DEN,14,0,14
0,54,540,7,17,LAC,DEN,17,7,10
1,45,412,10,17,LAC,DEN,7,17,-10
1,46,120,10,20,LAC,DEN,17,10,7
1,32,15,13,20,LAC,DEN,10,20,-10
1,20,1943,0,17,DAL,GB,14,0,14
0,54,1845,0,17,DAL,GB,0,17,-17
1,36,1258,3,24,DAL,GB,0,24,-24
1,38,491,17,34,DAL,GB,31,17,14
0,33,104,24,34,DAL,GB,24,34,-10
1,29,3245,3,0,KC,IND,0,0,0
1,32,2476,10,10,KC,IND,7,10,-3
1,32,1813,10,13,KC,IND,10,10,0
1,31,464,10,16,KC,IND,13,10,3
1,29,150,10,19,KC,IND,16,10,6
1,36,79,13,19,KC,IND,10,19,-9
0,47,2774,14,0,SF,CLE,14,0,14
1,30,2486,14,3,SF,CLE,0,14,-14
0,52,1815,21,3,SF,CLE,21,3,18
0,32,1004,28,3,SF,CLE,28,3,25
1,44,313,31,3,SF,CLE,28,3,25
0,40,1072,21,14,NE,NYG,21,14,7
1,49,3505,0,3,TB,CAR,0,0,0
0,60,1801,7,17,TB,CAR,17,7,10
1,46,1405,7,20,TB,CAR,17,7,10
1,54,1232,10,27,TB,CAR,7,27,-20
1,29,479,18,37,TB,CAR,34,18,16
0,41,76,26,37,TB,CAR,37,26,11
1,39,1873,3,7,MIA,WAS,0,7,-7
1,21,1159,3,17,MIA,WAS,14,3,11
0,55,900,3,17,MIA,WAS,17,3,14
1,39,2817,10,0,MIN,PHI,7,0,7
1,53,2535,10,3,MIN,PHI,0,10,-10
1,40,1283,24,20,MIN,PHI,17,24,-7
1,41,3324,10,0,KC,HOU,7,0,7
1,44,3050,10,3,KC,HOU,0,10,-10
0,50,1904,17,16,KC,HOU,17,16,1
0,46,1560,17,23,KC,HOU,23,17,6
1,47,2853,0,3,JAX,NO,0,0,0
1,22,1964,3,3,JAX,NO,0,3,-3
1,21,1422,3,6,JAX,NO,3,3,0
1,32,1094,6,6,JAX,NO,3,6,-3
1,38,2449,20,9,CLE,SEA,6,20,-14
1,20,2248,20,12,CLE,SEA,9,20,-11
1,40,2692,17,7,BAL,CIN,14,7,7
1,22,1839,17,10,BAL,CIN,7,17,-10
1,49,907,20,10,BAL,CIN,17,10,7
1,21,229,23,10,BAL,CIN,20,10,10
0,55,1803,7,7,LA,SF,7,7,0
1,25,1202,7,17,LA,SF,14,7,7
1,34,728,7,20,LA,SF,17,7,10
1,39,3045,3,7,ARI,ATL,0,7,-7
1,29,2021,17,10,ARI,ATL,7,17,-10
1,22,1807,20,10,ARI,ATL,17,10,7
1,44,1371,27,13,ARI,ATL,10,27,-17
1,50,2700,7,3,NYJ,DAL,0,7,-7
1,62,1805,21,6,NYJ,DAL,3,21,-18
1,32,1374,21,9,NYJ,DAL,6,21,-15
0,40,853,21,9,NYJ,DAL,9,21,-12
1,38,207,24,16,NYJ,DAL,21,16,5
1,31,3319,3,0,DEN,TEN,0,0,0
1,53,2082,6,0,DEN,TEN,3,0,3
1,48,297,16,0,DEN,TEN,13,0,13
0,43,1837,0,21,LAC,PIT,0,21,-21
1,20,1395,0,24,LAC,PIT,21,0,21
1,38,844,3,24,LAC,PIT,0,24,-24
1,26,3464,0,3,GB,DET,0,0,0
1,22,2612,0,13,GB,DET,10,0,10
1,37,1811,10,13,GB,DET,7,13,-6
1,48,1659,13,13,GB,DET,10,13,-3
1,41,1444,13,16,GB,DET,13,13,0
1,51,1111,13,19,GB,DET,16,13,3
1,54,742,13,22,GB,DET,19,13,6
1,23,2,23,22,GB,DET,20,22,-2
1,33,2764,6,10,DEN,KC,7,6,1
1,20,2284,6,13,DEN,KC,10,6,4
0,45,1989,6,20,DEN,KC,6,20,-14
1,39,308,6,30,DEN,KC,27,6,21
1,39,3358,3,0,BUF,MIA,0,0,0
1,43,2932,6,0,BUF,MIA,3,0,3
1,45,2411,9,7,BUF,MIA,6,7,-1
1,21,2194,0,3,CIN,JAX,0,0,0
1,29,1807,7,6,CIN,JAX,3,7,-4
1,37,1316,7,9,CIN,JAX,6,7,-1
1,38,936,10,9,CIN,JAX,7,9,-2
1,26,120,10,27,CIN,JAX,24,10,14
1,46,1106,24,28,DET,MIN,21,28,-7
0,45,776,24,28,DET,MIN,28,24,4
1,45,3445,0,3,GB,OAK,0,0,0
1,52,3388,3,0,ATL,LA,0,0,0
0,40,3011,3,0,ATL,LA,0,3,-3
1,55,2807,3,3,ATL,LA,0,3,-3
1,25,1920,3,13,ATL,LA,10,3,7
0,50,1875,3,13,ATL,LA,3,13,-10
1,20,346,3,30,ATL,LA,27,3,24
1,47,2345,7,3,IND,HOU,0,7,-7
1,31,2190,7,6,IND,HOU,3,7,-4
1,26,1827,14,9,IND,HOU,6,14,-8
0,39,3110,0,0,WAS,SF,0,0,0
0,45,2460,0,0,WAS,SF,0,0,0
1,28,1232,0,3,WAS,SF,0,0,0
1,22,546,0,6,WAS,SF,3,0,3
1,29,27,0,9,WAS,SF,6,0,6
1,47,2614,0,17,NYG,ARI,14,0,14
0,37,971,14,24,NYG,ARI,14,24,-10
1,35,133,21,27,NYG,ARI,24,21,3
1,45,3066,3,0,TEN,LAC,0,0,0
1,29,2707,3,3,TEN,LAC,0,3,-3
1,50,659,16,13,TEN,LAC,10,16,-6
1,46,2498,10,9,CHI,NO,7,9,-2
1,39,2195,10,12,CHI,NO,9,10,-1
0,42,1942,10,12,CHI,NO,12,10,2
0,52,1522,10,19,CHI,NO,19,10,9
1,30,769,10,29,CHI,NO,26,10,16
1,25,3322,0,3,SEA,BAL,0,0,0
1,28,2470,7,6,SEA,BAL,3,7,-4
1,34,2259,10,6,SEA,BAL,7,6,1
1,31,1806,13,13,SEA,BAL,10,13,-3
0,53,1311,13,13,SEA,BAL,13,13,0
1,22,230,13,23,SEA,BAL,20,13,7
1,35,113,16,30,SEA,BAL,13,30,-17
1,26,1894,24,7,DAL,PHI,21,7,14
1,63,1804,27,7,DAL,PHI,24,7,17
1,38,1202,27,10,DAL,PHI,7,27,-20
1,29,760,30,10,DAL,PHI,27,10,17
1,34,2933,0,10,NYJ,NE,7,0,7
1,50,3025,3,0,MIN,WAS,0,0,0
1,21,2643,3,3,MIN,WAS,0,3,-3
1,29,2249,6,3,MIN,WAS,3,3,0
1,30,1920,6,6,MIN,WAS,3,6,-3
1,27,1417,16,6,MIN,WAS,13,6,7
1,43,1215,16,9,MIN,WAS,6,16,-10
1,40,640,19,9,MIN,WAS,16,9,7
1,42,3382,0,3,ATL,SEA,0,0,0
0,51,2700,0,3,ATL,SEA,0,3,-3
0,53,1953,0,17,ATL,SEA,0,17,-17
1,47,1110,11,24,ATL,SEA,8,24,-16
1,54,358,11,27,ATL,SEA,24,11,13
1,37,81,20,27,ATL,SEA,17,27,-10
0,45,3387,0,0,IND,DEN,0,0,0
1,21,2580,0,3,IND,DEN,0,0,0
1,29,2137,0,6,IND,DEN,3,0,3
1,55,1806,3,6,IND,DEN,0,6,-6
1,45,1269,6,13,IND,DEN,3,13,-10
1,51,26,15,13,IND,DEN,12,13,-1
1,22,3393,0,3,TEN,TB,0,0,0
1,48,2276,14,6,TEN,TB,3,14,-11
1,24,2030,14,9,TEN,TB,6,14,-8
1,51,1875,17,9,TEN,TB,14,9,5
1,42,942,20,23,TEN,TB,17,23,-6
0,47,3240,0,0,NO,ARI,0,0,0
1,31,3046,0,3,NO,ARI,0,0,0
1,26,2657,3,3,NO,ARI,0,3,-3
1,31,2123,10,6,NO,ARI,3,10,-7
1,50,1007,17,9,NO,ARI,6,17,-11
1,23,3104,3,0,LA,CIN,0,0,0
1,28,2700,3,3,LA,CIN,0,3,-3
1,37,2922,0,3,BUF,PHI,0,0,0
0,53,1802,7,11,BUF,PHI,7,11,-4
0,33,2838,0,0,CHI,LAC,0,0,0
1,22,2688,3,0,CHI,LAC,0,0,0
1,25,2060,6,0,CHI,LAC,3,0,3
1,19,1801,9,7,CHI,LAC,6,7,-1
1,20,942,16,10,CHI,LAC,7,16,-9
0,42,657,16,10,CHI,LAC,10,16,-6
0,41,4,16,17,CHI,LAC,16,17,-1
0,53,2294,14,7,DET,NYG,14,7,7
1,52,1825,17,13,DET,NYG,14,13,1
1,29,1980,16,7,JAX,NYJ,13,7,6
1,43,1816,19,7,JAX,NYJ,16,7,9
1,24,1035,22,7,JAX,NYJ,19,7,12
1,41,2968,7,3,SF,CAR,0,7,-7
1,20,776,44,13,SF,CAR,41,13,28
1,33,1867,10,14,HOU,OAK,7,14,-7
1,40,1533,13,14,HOU,OAK,10,14,-4
1,44,652,20,24,HOU,OAK,21,20,1
1,20,3098,3,0,NE,CLE,0,0,0
0,29,1945,17,7,NE,CLE,17,7,10
1,38,1421,17,10,NE,CLE,7,17,-10
1,29,466,27,10,NE,CLE,24,10,14
0,34,252,27,10,NE,CLE,27,10,17
1,47,158,27,13,NE,CLE,10,27,-17
0,50,2956,0,7,KC,GB,0,7,-7
1,28,1860,17,14,KC,GB,14,14,0
1,35,995,17,17,KC,GB,14,17,-3
1,42,1969,3,14,PIT,MIA,0,14,-14
0,54,1588,10,14,PIT,MIA,10,14,-4
1,41,337,27,14,PIT,MIA,24,14,10
1,36,568,17,28,ARI,SF,14,28,-14
1,52,3204,0,3,JAX,HOU,0,0,0
1,30,1912,3,9,JAX,HOU,0,9,-9
0,58,1811,3,9,JAX,HOU,9,3,6
1,42,1202,3,12,JAX,HOU,9,3,6
1,28,3108,3,0,PHI,CHI,0,0,0
1,28,2605,6,0,PHI,CHI,3,0,3
1,38,29,22,14,PHI,CHI,19,14,5
1,25,3132,0,3,PIT,IND,0,0,0
1,21,2761,3,3,PIT,IND,0,3,-3
1,51,1800,13,16,PIT,IND,10,16,-6
1,33,900,23,18,PIT,IND,20,18,2
1,26,399,26,24,PIT,IND,23,24,-1
0,43,74,26,24,PIT,IND,24,26,-2
0,49,2830,0,7,MIA,NYJ,7,0,7
1,52,1806,21,12,MIA,NYJ,9,21,-12
0,49,1608,21,12,MIA,NYJ,21,12,9
1,40,1312,21,15,MIA,NYJ,12,21,-9
1,26,965,24,15,MIA,NYJ,21,15,6
1,29,19,26,18,MIA,NYJ,15,26,-11
1,24,2078,10,7,KC,MIN,7,7,0
1,29,1809,10,10,KC,MIN,7,10,-3
1,45,935,20,16,KC,MIN,17,16,1
1,54,156,23,23,KC,MIN,20,23,-3
1,44,3,26,23,KC,MIN,23,23,0
0,43,3287,0,0,CAR,TEN,0,0,0
1,35,2614,3,0,CAR,TEN,0,0,0
0,56,1804,17,0,CAR,TEN,0,17,-17
0,49,366,30,14,CAR,TEN,30,14,16
0,44,52,30,20,CAR,TEN,20,30,-10
1,42,2728,10,0,BUF,WAS,7,0,7
1,29,2445,10,3,BUF,WAS,0,10,-10
1,33,1836,17,6,BUF,WAS,3,17,-14
1,39,985,17,9,BUF,WAS,6,17,-11
0,47,2468,7,14,SEA,TB,7,14,-7
0,50,1802,13,21,SEA,TB,21,13,8
1,41,1102,21,24,SEA,TB,21,21,0
1,37,870,24,24,SEA,TB,21,24,-3
1,22,502,27,24,SEA,TB,24,24,0
1,45,327,27,27,SEA,TB,24,27,-3
0,40,3,34,34,SEA,TB,34,34,0
1,32,2614,10,7,OAK,DET,7,7,0
0,45,1555,17,14,OAK,DET,17,14,3
1,23,1187,17,17,OAK,DET,14,17,-3
1,29,3120,3,0,LAC,GB,0,0,0
1,40,2769,6,0,LAC,GB,3,0,3
1,34,1805,9,0,LAC,GB,6,0,6
1,43,1486,12,0,LAC,GB,9,0,9
1,54,950,19,3,LAC,GB,0,19,-19
0,44,135,26,11,LAC,GB,26,11,15
1,39,2572,7,3,DEN,CLE,0,7,-7
1,30,2237,14,6,DEN,CLE,3,14,-11
1,27,2033,14,9,DEN,CLE,6,14,-8
1,43,1912,17,9,DEN,CLE,14,9,5
1,30,1819,17,12,DEN,CLE,9,17,-8
1,39,2853,10,0,BAL,NE,7,0,7
1,22,2024,17,10,BAL,NE,7,17,-10
1,19,1810,17,13,BAL,NE,10,17,-7
1,21,3505,3,0,NYG,DAL,0,0,0
1,35,3203,3,3,NYG,DAL,0,3,-3
0,54,2834,3,3,NYG,DAL,3,3,0
1,25,1973,12,3,NYG,DAL,9,3,6
1,52,1803,12,13,NYG,DAL,10,12,-2
1,28,1186,12,16,NYG,DAL,13,12,1
1,26,930,15,16,NYG,DAL,12,16,-4
1,29,713,18,23,NYG,DAL,15,23,-8
1,40,3185,3,0,OAK,LAC,0,0,0
1,22,1596,20,14,OAK,LAC,17,14,3
0,53,1381,20,14,OAK,LAC,20,14,6
1,27,928,20,17,OAK,LAC,14,20,-6
1,42,2619,3,14,CIN,BAL,0,14,-14
1,39,154,13,49,CIN,BAL,10,49,-39
1,27,2018,9,7,CLE,BUF,6,7,-1
0,34,1820,9,7,CLE,BUF,7,9,-2
1,47,1133,12,9,CLE,BUF,9,9,0
0,53,22,19,16,CLE,BUF,16,19,-3
1,22,3225,0,3,CHI,DET,0,0,0
1,54,2086,0,6,CHI,DET,3,0,3
0,54,1889,14,13,NYJ,NYG,14,13,1
1,53,1006,24,27,NYJ,NYG,21,27,-6
1,35,459,34,27,NYJ,NYG,31,27,4
1,30,2987,0,10,TEN,KC,7,0,7
1,41,1877,13,13,TEN,KC,10,13,-3
1,43,1023,20,22,TEN,KC,19,20,-1
1,39,199,27,32,TEN,KC,29,27,2
0,52,3,35,32,TEN,KC,32,35,-3
1,37,3377,0,3,TB,ARI,0,0,0
1,54,2659,7,6,TB,ARI,3,7,-4
1,30,2337,10,6,TB,ARI,7,6,1
1,45,1422,20,13,TB,ARI,17,13,4
